Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
28/12/2018,03:29:58,9,65384,Female,Web,Member,Fashion,Sports Wear,85,3,0.2,28.3,2.8,Medium,credit_card
11/11/2018,23:10:46,3,77973,Female,Mobile,Member,Fashion,Casula Shoes,122,3,0.1,38.3,3.8,High,credit_card
18/05/2018,13:11:50,10,87376,Female,Web,Member,Fashion,Running Shoes,224,5,0.1,132.8,13.3,Medium,credit_card
05/09/2018,15:29:27,4,78655,Female,Web,Member,Fashion,Formal Shoes,213,1,0.2,128.7,12.9,Medium,credit_card
03/07/2018,18:04:57,2,81573,Female,Web,Member,Fashion,Sneakers,62,1,0.3,62,6.2,Medium,credit_card
04/08/2018,17:12:46,3,97843,Female,Web,Member,Fashion,Titak watch,228,1,0.1,145.7,14.6,Medium,credit_card
03/07/2018,00:21:23,10,97284,Female,Web,Member,Fashion,Fossil Watch,159,5,0.1,71.1,7.1,Medium,credit_card
07/11/2018,11:29:18,3,60965,Female,Web,Member,Fashion,T - Shirts,248,4,0.3,138.2,13.8,High,credit_card
24/09/2018,23:36:13,5,71576,Female,Web,Member,Fashion,Shirts,196,5,0.5,67,6.7,Medium,credit_card
14/04/2018,09:16:38,6,90259,Female,Web,Member,Fashion,Jeans,218,5,0.3,105.3,10.5,Medium,credit_card
25/09/2018,14:31:11,4,72941,Female,Web,Member,Fashion,Suits,109,2,0.1,26.8,2.7,High,credit_card
22/09/2018,18:07:18,4,77890,Female,Web,Member,Fashion,Sports Wear,85,4,0.2,21.3,2.1,Low,credit_card
08/01/2018,08:05:21,1,84450,Female,Web,Member,Fashion,Casula Shoes,122,5,0.4,17.6,1.8,High,credit_card
28/04/2018,14:39:40,4,94210,Female,Web,Member,Fashion,Running Shoes,224,5,0.5,88,8.8,Medium,credit_card
07/11/2018,13:03:49,5,60777,Female,Web,Member,Fashion,Formal Shoes,213,2,0.5,111.7,11.2,Medium,credit_card
30/05/2018,10:59:46,5,68308,Female,Web,Member,Fashion,Sneakers,62,1,0.4,62,6.2,Low,credit_card
02/01/2018,13:56:53,6,80014,Female,Web,Member,Fashion,Titak watch,228,5,0.3,113.8,11.4,Low,credit_card
30/04/2018,10:32:03,4,97375,Female,Web,Member,Fashion,Fossil Watch,159,4,0.5,47.2,4.7,Medium,credit_card
24/12/2018,10:29:59,10,89403,Female,Web,Member,Fashion,T - Shirts,248,2,0.2,158.1,15.8,Medium,money_order
07/07/2018,15:24:27,1,81298,Female,Web,Member,Fashion,Shirts,196,3,0.5,86.6,8.7,Medium,credit_card
23/08/2018,15:00:35,10,63544,Female,Web,Member,Fashion,Jeans,218,3,0.1,131.5,13.1,Medium,money_order
13/12/2018,13:58:19,9,87089,Female,Mobile,Guest,Fashion,Suits,109,4,0.5,7.2,0.7,Medium,credit_card
09/05/2018,19:24:35,1,69097,Female,Web,Member,Fashion,Sports Wear,85,5,0.2,17,1.7,High,credit_card
12/09/2018,08:15:45,8,92110,Female,Web,Member,Fashion,Casula Shoes,122,4,0.5,17.6,1.8,Medium,credit_card
11/11/2018,20:51:11,8,84126,Female,Web,Member,Fashion,Running Shoes,224,3,0.1,137.3,13.7,High,e_wallet
20/06/2018,09:17:04,1,72253,Female,Web,Member,Fashion,Formal Shoes,213,2,0.5,111.7,11.2,Low,money_order
21/10/2018,21:24:28,6,87150,Female,Web,Member,Fashion,Sneakers,62,3,0.1,20.7,2.1,Medium,credit_card
17/11/2018,17:13:02,7,70741,Female,Web,Member,Fashion,Titak watch,228,2,0.1,143.4,14.3,Low,credit_card
16/05/2018,11:42:33,5,66231,Female,Web,Member,Fashion,Fossil Watch,159,4,0.1,72.6,7.3,Medium,e_wallet
07/12/2018,09:39:07,2,85890,Female,Web,Member,Fashion,T - Shirts,248,1,0.1,165.5,16.6,Medium,credit_card
06/12/2018,10:30:13,3,67265,Female,Web,Member,Fashion,Shirts,196,1,0.5,106.2,10.6,Medium,money_order
25/12/2018,09:36:26,1,86551,Female,Web,Member,Fashion,Jeans,218,1,0.4,129.3,12.9,Medium,credit_card
26/06/2018,21:35:17,1,80837,Female,Web,Member,Fashion,Suits,109,5,0.3,12.7,1.3,Medium,credit_card
24/07/2018,16:55:53,7,94016,Female,Web,Member,Fashion,Sports Wear,85,3,0.3,28.3,2.8,Medium,money_order
15/12/2018,16:14:32,10,68619,Female,Web,Member,Fashion,Casula Shoes,122,3,0.4,27.4,2.7,Medium,money_order
20/08/2018,09:53:06,1,86122,Female,Web,Member,Fashion,Running Shoes,224,4,0.1,135,13.5,Low,credit_card
20/10/2018,10:29:56,8,78144,Female,Web,Member,Fashion,Formal Shoes,213,4,0.1,124.5,12.4,Medium,money_order
07/07/2018,09:45:05,8,95773,Female,Web,Member,Fashion,Sneakers,62,1,0.1,62,6.2,Medium,credit_card
01/09/2018,16:31:55,8,85531,Female,Web,First SignUp,Fashion,Titak watch,228,3,0.3,127.5,12.7,Medium,credit_card
06/08/2018,18:44:42,3,88381,Male,Web,Guest,Fashion,Fossil Watch,159,3,0.2,69.5,6.9,Medium,debit_card
05/12/2018,20:33:31,1,97825,Female,Web,Member,Fashion,T - Shirts,248,3,0.5,130.8,13.1,Medium,e_wallet
06/05/2018,17:09:16,10,83215,Female,Web,Member,Fashion,Shirts,196,2,0.3,104.2,10.4,Medium,credit_card
19/09/2018,17:24:28,7,66266,Female,Web,Member,Fashion,Jeans,218,3,0.1,131.5,13.1,Medium,credit_card
08/06/2018,11:42:48,10,84216,Male,Web,Member,Fashion,Suits,109,5,0.3,12.7,1.3,Low,money_order
15/07/2018,21:31:55,10,76937,Female,Web,Member,Fashion,Sports Wear,85,1,0.1,4.2,0.4,Low,credit_card
24/07/2018,13:24:06,4,77284,Female,Web,Member,Fashion,Casula Shoes,122,3,0.1,38.3,3.8,High,credit_card
04/01/2018,21:04:10,7,62944,Female,Web,Member,Fashion,Running Shoes,224,5,0.2,121.6,12.2,Medium,credit_card
18/12/2018,11:11:07,5,63370,Female,Web,Member,Fashion,Formal Shoes,213,1,0.3,126.6,12.7,Medium,credit_card
10/07/2018,11:52:24,7,96730,Female,Web,Member,Fashion,Sneakers,62,4,0.2,15.5,1.6,High,credit_card
16/01/2018,22:51:01,10,91278,Female,Web,Member,Fashion,Titak watch,228,1,0.1,145.7,14.6,Medium,credit_card
04/10/2018,22:24:34,4,81169,Female,Web,Member,Fashion,Fossil Watch,159,1,0.3,74.2,7.4,Medium,credit_card
26/07/2018,11:25:33,8,66603,Female,Web,Member,Fashion,T - Shirts,248,4,0.1,158.1,15.8,Medium,credit_card
09/06/2018,23:34:44,9,76023,Male,Web,Member,Fashion,Shirts,196,1,0.4,108.2,10.8,Medium,credit_card
16/04/2018,16:21:21,10,72328,Female,Web,Member,Fashion,Jeans,218,1,0.3,131.5,13.1,Medium,credit_card
13/08/2018,16:36:56,2,73972,Female,Web,Member,Fashion,Suits,109,2,0.4,20.3,2,Medium,credit_card
24/07/2018,22:06:47,6,96638,Male,Web,Member,Fashion,Sports Wear,85,5,0.2,17,1.7,Medium,credit_card
13/08/2018,15:20:14,4,60144,Female,Web,Member,Fashion,Casula Shoes,122,4,0.3,27.4,2.7,Low,credit_card
28/10/2018,18:13:18,1,66511,Female,Web,Member,Fashion,Running Shoes,224,3,0.5,110.4,11,Medium,credit_card
10/11/2018,11:03:19,1,97465,Female,Web,Member,Fashion,Formal Shoes,213,3,0.4,107.4,10.7,High,credit_card
15/05/2018,10:49:07,6,85290,Female,Web,Member,Fashion,Sneakers,62,5,0.1,12.4,1.2,Medium,credit_card
12/07/2018,15:34:05,1,78242,Female,Web,Member,Fashion,Titak watch,228,4,0.4,111.5,11.2,Medium,credit_card
24/04/2018,08:54:03,8,75334,Female,Web,Member,Fashion,Fossil Watch,159,3,0.1,74.2,7.4,High,money_order
02/04/2018,15:16:33,8,83731,Male,Web,Member,Fashion,T - Shirts,248,5,0.2,143.2,14.3,High,e_wallet
28/12/2018,23:04:56,7,67612,Female,Web,Member,Fashion,Shirts,196,1,0.2,112.1,11.2,Medium,credit_card
04/05/2018,20:25:45,8,93700,Female,Web,Member,Fashion,Jeans,218,4,0.1,129.3,12.9,Medium,money_order
01/01/2018,13:11:48,10,62165,Female,Web,Member,Fashion,Suits,109,1,0.4,24.6,2.5,High,credit_card
16/08/2018,14:21:36,1,66648,Female,Web,Member,Fashion,Sports Wear,85,1,0.5,0.8,0.1,Medium,e_wallet
29/05/2018,21:18:24,9,68512,Female,Mobile,Member,Fashion,Casula Shoes,122,5,0.5,11.5,1.2,Low,money_order
01/12/2018,11:22:14,4,64938,Female,Web,Member,Fashion,Running Shoes,224,5,0.5,88,8.8,Medium,credit_card
11/11/2018,18:32:57,5,93712,Female,Web,Member,Fashion,Formal Shoes,213,4,0.3,107.4,10.7,Medium,credit_card
18/08/2018,21:54:33,8,81058,Female,Web,Member,Fashion,Sneakers,62,5,0.5,12.4,1.2,High,credit_card
24/12/2018,22:30:25,3,92277,Male,Web,Member,Fashion,Titak watch,228,1,0.1,145.7,14.6,Medium,credit_card
19/04/2018,17:37:11,10,94256,Female,Web,Member,Fashion,Fossil Watch,159,3,0.3,64.7,6.5,Medium,money_order
07/05/2018,20:42:55,1,88104,Female,Web,Member,Fashion,T - Shirts,248,1,0.5,155.6,15.6,High,credit_card
22/09/2018,20:17:49,3,60287,Female,Web,Member,Fashion,Shirts,196,3,0.3,98.4,9.8,Medium,credit_card
11/07/2018,17:58:38,5,87122,Female,Web,Member,Fashion,Jeans,218,3,0.2,124.9,12.5,Medium,credit_card
14/11/2018,00:22:38,7,74686,Male,Web,Member,Fashion,Suits,109,4,0.4,11.6,1.2,Medium,credit_card
03/10/2018,20:11:16,5,82921,Female,Web,Member,Fashion,Sports Wear,85,5,0.1,0.8,0.1,Low,money_order
11/10/2018,08:48:24,10,94922,Female,Web,Member,Fashion,Casula Shoes,122,5,0.2,29.8,3,Low,credit_card
15/11/2018,19:13:57,9,72673,Female,Web,Member,Fashion,Running Shoes,224,3,0.5,110.4,11,Medium,credit_card
07/10/2018,13:45:38,1,65159,Female,Web,Member,Fashion,Formal Shoes,213,5,0.3,101.1,10.1,Medium,credit_card
22/09/2018,16:06:21,9,94317,Female,Web,Member,Fashion,Sneakers,62,2,0.1,31,3.1,Medium,credit_card
18/10/2018,22:17:30,5,76734,Female,Web,Member,Fashion,Titak watch,228,4,0.1,138.9,13.9,Medium,e_wallet
17/09/2018,15:21:32,8,65259,Female,Web,Member,Fashion,Fossil Watch,159,2,0.2,72.6,7.3,Low,money_order
22/08/2018,18:45:08,3,88131,Female,Web,Member,Fashion,T - Shirts,248,4,0.2,148.2,14.8,Medium,credit_card
13/04/2018,22:31:33,2,90205,Female,Web,Member,Fashion,Shirts,196,4,0.5,76.8,7.7,Medium,credit_card
14/09/2018,20:42:04,2,79296,Female,Web,Member,Fashion,Jeans,218,4,0.2,120.6,12.1,Medium,credit_card
17/11/2018,00:57:24,5,79815,Female,Web,Member,Fashion,Suits,109,5,0.2,18.1,1.8,High,credit_card
14/06/2018,09:44:54,8,76826,Female,Mobile,Member,Fashion,Sports Wear,85,2,0.1,3.3,0.3,Medium,credit_card
22/07/2018,00:08:01,10,75110,Female,Web,Member,Fashion,Casula Shoes,122,3,0.1,38.3,3.8,Medium,e_wallet
12/02/2018,20:43:48,4,61812,Female,Web,Member,Fashion,Running Shoes,224,2,0.2,135,13.5,High,money_order
01/09/2018,19:47:31,10,60657,Female,Web,Member,Fashion,Formal Shoes,213,3,0.2,120.2,12,Medium,credit_card
17/05/2018,00:24:13,8,86300,Female,Web,Member,Fashion,Sneakers,62,3,0.3,20.7,2.1,Medium,credit_card
17/03/2018,13:36:40,3,84692,Female,Web,Member,Fashion,Titak watch,228,1,0.1,145.7,14.6,High,credit_card
09/10/2018,19:50:55,3,94328,Female,Web,Member,Fashion,Fossil Watch,159,3,0.4,59.9,6,Low,credit_card
27/09/2018,11:26:31,9,81809,Female,Web,Member,Fashion,T - Shirts,248,4,0.3,138.2,13.8,Medium,credit_card
30/04/2018,11:17:36,6,89080,Female,Web,Member,Fashion,Shirts,196,2,0.5,96.4,9.6,Medium,credit_card
27/04/2018,06:53:53,2,63157,Female,Web,Member,Fashion,Jeans,218,4,0.4,103.1,10.3,Low,money_order
10/09/2018,20:56:15,1,99224,Female,Web,Member,Fashion,Suits,109,5,0.1,23.6,2.4,Medium,credit_card
28/11/2018,22:58:41,3,90690,Female,Web,Member,Fashion,Sports Wear,85,1,0.5,0.8,0.1,Medium,credit_card
12/06/2018,08:30:17,5,72094,Female,Web,Member,Fashion,Casula Shoes,122,4,0.1,37.1,3.7,Medium,credit_card
11/11/2018,18:52:55,6,68690,Female,Web,Member,Fashion,Running Shoes,224,4,0.3,117.1,11.7,Medium,credit_card
04/03/2018,20:10:38,7,69873,Female,Web,Member,Fashion,Formal Shoes,213,3,0.4,107.4,10.7,Low,credit_card
25/05/2018,14:36:42,2,63130,Female,Web,Member,Fashion,Sneakers,62,1,0.1,62,6.2,Low,credit_card
10/03/2018,16:22:42,10,95874,Female,Web,Member,Fashion,Titak watch,228,1,0.1,145.7,14.6,Medium,credit_card
29/07/2018,15:38:03,10,98679,Female,Web,Member,Fashion,Fossil Watch,159,1,0.1,77.4,7.7,Medium,credit_card
16/07/2018,22:51:59,6,86048,Female,Web,Member,Fashion,T - Shirts,248,4,0.4,128.3,12.8,Medium,money_order
21/11/2018,21:30:35,6,81549,Female,Web,Member,Fashion,Shirts,196,2,0.5,96.4,9.6,Medium,money_order
16/09/2018,21:09:09,7,83455,Female,Web,Member,Fashion,Jeans,218,5,0.1,127.1,12.7,High,credit_card
13/11/2018,16:38:05,1,93910,Female,Web,Member,Fashion,Suits,109,2,0.5,18.1,1.8,Medium,credit_card
23/04/2018,22:42:26,4,66645,Female,Web,Member,Fashion,Sports Wear,85,5,0.2,17,1.7,Medium,credit_card
20/11/2018,12:00:24,4,72276,Female,Web,Member,Fashion,Casula Shoes,122,5,0.5,11.5,1.2,Medium,money_order
11/10/2018,13:38:28,8,82906,Female,Web,Member,Fashion,Running Shoes,224,2,0.4,126.1,12.6,Medium,credit_card
18/01/2018,21:14:29,3,67743,Female,Web,Member,Fashion,Formal Shoes,213,2,0.2,124.5,12.4,Medium,credit_card
19/09/2018,19:24:20,2,72056,Female,Web,Member,Fashion,Sneakers,62,1,0.4,62,6.2,Medium,credit_card
29/01/2018,14:13:18,5,80275,Female,Web,Member,Fashion,Titak watch,228,4,0.2,129.8,13,Medium,credit_card
21/03/2018,09:44:24,2,62414,Male,Web,Member,Fashion,Fossil Watch,159,3,0.5,55.2,5.5,Medium,credit_card
08/04/2018,12:00:01,3,87229,Female,Web,Member,Fashion,T - Shirts,248,5,0.1,155.6,15.6,Medium,money_order
11/12/2018,23:16:13,5,83348,Female,Web,Member,Fashion,Shirts,196,2,0.5,96.4,9.6,Medium,credit_card
11/07/2018,20:54:38,8,87539,Female,Web,Member,Fashion,Jeans,218,3,0.5,105.3,10.5,Low,credit_card
18/09/2018,15:24:21,8,74954,Female,Web,Member,Fashion,Suits,109,5,0.5,1.8,0.2,Medium,credit_card
15/06/2018,12:03:29,4,77162,Female,Web,Member,Fashion,Sports Wear,85,3,0.4,28.3,2.8,Medium,credit_card
15/03/2018,18:38:43,6,84778,Female,Web,Member,Fashion,Casula Shoes,122,3,0.3,31,3.1,Medium,credit_card
09/05/2018,09:28:56,8,71560,Female,Web,Member,Fashion,Running Shoes,224,5,0.4,99.2,9.9,High,credit_card
16/06/2018,14:43:22,4,61093,Female,Web,Member,Fashion,Formal Shoes,213,3,0.4,107.4,10.7,Medium,credit_card
05/09/2018,00:13:48,5,86415,Female,Web,Member,Fashion,Sneakers,62,2,0.5,31,3.1,Medium,credit_card
17/09/2018,01:30:28,3,83683,Female,Web,Member,Fashion,Titak watch,228,2,0.2,138.9,13.9,High,money_order
07/05/2018,09:19:23,9,68959,Female,Web,Member,Fashion,Fossil Watch,159,5,0.4,47.2,4.7,Medium,credit_card
27/12/2018,17:44:36,9,85340,Male,Web,Member,Fashion,T - Shirts,248,3,0.4,138.2,13.8,High,credit_card
10/11/2018,00:12:38,2,68214,Female,Web,Member,Fashion,Shirts,196,1,0.1,114,11.4,Medium,credit_card
24/11/2018,12:25:32,7,95813,Female,Web,Member,Fashion,Jeans,218,1,0.4,129.3,12.9,High,credit_card
23/01/2018,21:28:18,2,70522,Male,Web,Member,Fashion,Suits,109,4,0.1,24.6,2.5,Medium,credit_card
01/05/2018,13:14:15,8,84099,Female,Web,Member,Fashion,Sports Wear,85,1,0.3,2.5,0.2,High,credit_card
06/01/2018,10:13:53,4,90687,Female,Web,Member,Fashion,Casula Shoes,122,3,0.3,31,3.1,Medium,credit_card
29/01/2018,07:43:05,5,89291,Female,Web,Member,Fashion,Running Shoes,224,2,0.3,130.6,13.1,High,debit_card
02/02/2018,12:18:12,8,74868,Female,Web,Member,Fashion,Formal Shoes,213,2,0.4,116,11.6,Medium,credit_card
06/12/2018,11:47:24,7,93397,Female,Web,Member,Fashion,Sneakers,62,1,0.5,62,6.2,Medium,money_order
17/10/2018,17:39:53,8,99581,Female,Web,Member,Fashion,Titak watch,228,5,0.4,102.4,10.2,High,money_order
12/03/2018,01:34:43,3,98501,Female,Web,Member,Fashion,Fossil Watch,159,5,0.4,47.2,4.7,High,money_order
25/02/2018,22:40:11,9,92361,Female,Web,Member,Fashion,T - Shirts,248,3,0.5,130.8,13.1,Medium,credit_card
25/02/2018,11:16:58,2,60601,Female,Web,Member,Fashion,Shirts,196,4,0.3,92.5,9.2,Medium,credit_card
04/06/2018,11:11:33,8,76599,Female,Web,Member,Fashion,Jeans,218,5,0.5,83.5,8.4,Low,credit_card
11/08/2018,12:43:03,9,61256,Female,Web,Member,Fashion,Suits,109,4,0.4,11.6,1.2,Medium,money_order
28/10/2018,18:31:08,1,86386,Female,Web,Member,Fashion,Sports Wear,85,2,0.4,42.5,4.3,Medium,credit_card
29/11/2018,20:50:49,6,79193,Male,Web,Member,Fashion,Casula Shoes,122,3,0.5,23.7,2.4,Medium,credit_card
11/08/2018,18:05:27,9,96486,Female,Web,Member,Fashion,Running Shoes,224,5,0.3,110.4,11,Medium,credit_card
27/05/2018,01:55:51,7,75016,Male,Web,Member,Fashion,Formal Shoes,213,4,0.1,124.5,12.4,Medium,credit_card
07/06/2018,15:30:53,1,60278,Female,Web,Member,Fashion,Sneakers,62,5,0.2,12.4,1.2,High,money_order
23/05/2018,07:57:16,7,86099,Male,Web,Member,Fashion,Titak watch,228,5,0.5,91,9.1,Medium,credit_card
07/05/2018,17:31:09,9,92219,Female,Web,Member,Fashion,Fossil Watch,159,5,0.2,63.1,6.3,Medium,money_order
03/06/2018,12:37:55,8,92908,Female,Web,Member,Fashion,T - Shirts,248,3,0.1,160.6,16.1,Medium,money_order
22/10/2018,15:37:06,8,74836,Female,Web,Member,Fashion,Shirts,196,5,0.5,67,6.7,High,credit_card
28/11/2018,19:39:50,9,92879,Female,Web,Member,Fashion,Jeans,218,4,0.2,120.6,12.1,Medium,credit_card
30/01/2018,08:21:05,7,73194,Female,Web,Member,Fashion,Suits,109,5,0.1,23.6,2.4,Medium,credit_card
13/10/2018,21:26:00,3,61114,Female,Web,Member,Fashion,Sports Wear,85,1,0.4,1.6,0.2,Medium,credit_card
03/05/2018,20:17:47,10,77563,Female,Web,Member,Fashion,Casula Shoes,122,4,0.4,22.5,2.2,Medium,credit_card
15/10/2018,07:43:54,7,92625,Female,Web,Member,Fashion,Running Shoes,224,4,0.2,126.1,12.6,High,e_wallet
08/08/2018,10:02:09,5,78726,Female,Web,Member,Fashion,Formal Shoes,213,2,0.3,120.2,12,Medium,money_order
30/03/2018,17:39:33,8,99125,Female,Web,Member,Fashion,Sneakers,62,2,0.2,31,3.1,High,credit_card
08/01/2018,23:34:17,9,74599,Female,Web,Member,Fashion,Titak watch,228,2,0.3,134.3,13.4,Low,credit_card
02/07/2018,17:23:02,3,80666,Female,Web,Member,Fashion,Fossil Watch,159,5,0.4,47.2,4.7,Medium,credit_card
14/10/2018,19:40:42,6,63290,Female,Web,Member,Fashion,T - Shirts,248,4,0.3,138.2,13.8,High,credit_card
02/01/2018,11:17:07,3,97198,Female,Web,Member,Fashion,Shirts,196,3,0.2,104.2,10.4,Medium,credit_card
22/01/2018,22:12:47,5,69416,Female,Web,Member,Fashion,Jeans,218,2,0.2,129.3,12.9,Medium,credit_card
04/11/2018,23:12:13,3,68861,Female,Web,Member,Fashion,Suits,109,2,0.2,24.6,2.5,Medium,credit_card
02/07/2018,20:32:01,10,74723,Female,Web,Member,Fashion,Sports Wear,85,1,0.5,0.8,0.1,Medium,credit_card
05/07/2018,14:59:51,1,82785,Male,Web,Member,Fashion,Casula Shoes,122,2,0.3,34.7,3.5,Medium,credit_card
20/06/2018,18:37:54,6,67169,Female,Web,Member,Fashion,Running Shoes,224,5,0.1,132.8,13.3,Low,credit_card
21/09/2018,11:42:17,1,72642,Female,Web,Member,Fashion,Formal Shoes,213,1,0.4,124.5,12.4,Medium,credit_card
29/10/2018,11:02:18,5,72366,Female,Web,Member,Fashion,Sneakers,62,4,0.5,15.5,1.6,Medium,credit_card
06/11/2018,21:56:11,3,74256,Female,Mobile,Member,Fashion,Titak watch,228,5,0.4,102.4,10.2,Low,credit_card
14/12/2018,16:26:50,8,94333,Female,Web,Member,Fashion,Fossil Watch,159,1,0.3,74.2,7.4,Medium,credit_card
02/11/2018,17:22:35,9,74524,Female,Web,Member,Fashion,T - Shirts,248,5,0.1,155.6,15.6,Medium,credit_card
04/02/2018,10:22:25,5,69914,Female,Web,Member,Fashion,Shirts,196,1,0.4,108.2,10.8,Medium,credit_card
03/04/2018,20:23:47,4,78153,Female,Web,Member,Fashion,Jeans,218,5,0.4,94.4,9.4,Low,credit_card
02/07/2018,21:13:38,6,98026,Female,Web,Member,Fashion,Suits,109,5,0.1,23.6,2.4,Medium,credit_card
04/11/2018,11:26:44,8,92024,Female,Web,Member,Fashion,Sports Wear,85,2,0.2,1.6,0.2,Medium,credit_card
20/01/2018,00:31:45,8,66104,Female,Web,Member,Fashion,Casula Shoes,122,3,0.1,38.3,3.8,Medium,credit_card
14/07/2018,20:13:42,6,79893,Female,Web,Member,Fashion,Running Shoes,224,2,0.5,121.6,12.2,Medium,credit_card
09/11/2018,15:21:18,1,89561,Female,Web,Member,Fashion,Formal Shoes,213,3,0.2,120.2,12,Medium,credit_card
08/10/2018,10:48:33,3,98009,Female,Web,Member,Fashion,Sneakers,62,3,0.4,20.7,2.1,High,credit_card
15/12/2018,10:36:48,8,97786,Female,Web,Member,Fashion,Titak watch,228,5,0.5,91,9.1,High,credit_card
17/11/2018,15:49:13,3,90035,Female,Web,Member,Fashion,Fossil Watch,159,5,0.3,55.2,5.5,Medium,credit_card
23/06/2018,19:39:20,10,92862,Male,Web,Member,Fashion,T - Shirts,248,2,0.4,148.2,14.8,Medium,e_wallet
02/02/2018,15:26:41,8,85828,Female,Web,Member,Fashion,Shirts,196,4,0.2,100.3,10,Medium,money_order
04/04/2018,14:02:54,1,66600,Female,Mobile,Member,Fashion,Jeans,218,5,0.1,127.1,12.7,Low,credit_card
22/06/2018,13:27:07,10,62024,Female,Web,Member,Fashion,Suits,109,5,0.2,18.1,1.8,Medium,credit_card
18/07/2018,21:47:39,1,73658,Male,Web,Guest,Fashion,Sports Wear,85,1,0.4,1.6,0.2,Medium,credit_card
02/12/2018,12:07:25,6,87075,Female,Web,Member,Fashion,Casula Shoes,122,4,0.2,32.2,3.2,High,credit_card
11/02/2018,12:24:47,1,62627,Female,Web,Member,Fashion,Running Shoes,224,5,0.3,110.4,11,Medium,money_order
01/11/2018,16:55:34,5,80962,Female,Web,Member,Fashion,Formal Shoes,213,1,0.1,130.9,13.1,High,money_order
22/08/2018,22:12:27,5,74186,Female,Web,Member,Fashion,Sneakers,62,5,0.1,12.4,1.2,Medium,credit_card
25/12/2018,13:59:03,3,65783,Female,Web,Member,Fashion,Titak watch,228,4,0.2,129.8,13,Medium,credit_card
22/05/2018,17:47:24,4,69400,Female,Web,Member,Fashion,Fossil Watch,159,1,0.4,72.6,7.3,Medium,credit_card
16/05/2018,10:18:49,1,99382,Female,Web,Member,Fashion,T - Shirts,248,5,0.4,118.4,11.8,Medium,credit_card
26/08/2018,15:07:43,3,76021,Female,Mobile,Member,Fashion,Shirts,196,2,0.3,104.2,10.4,Medium,money_order
02/11/2018,19:21:57,1,93485,Female,Web,Member,Fashion,Jeans,218,5,0.1,127.1,12.7,High,credit_card
20/07/2018,17:13:47,2,91723,Female,Web,Member,Fashion,Suits,109,1,0.3,25.7,2.6,Medium,credit_card
20/12/2018,14:27:32,1,82219,Female,Web,Member,Fashion,Sports Wear,85,1,0.3,2.5,0.2,Medium,credit_card
16/05/2018,17:06:00,2,87633,Female,Web,Member,Fashion,Casula Shoes,122,3,0.1,38.3,3.8,Medium,credit_card
03/01/2018,07:57:54,10,93817,Female,Web,Member,Fashion,Running Shoes,224,3,0.1,137.3,13.7,Medium,credit_card
25/04/2018,12:47:41,9,61236,Female,Web,Member,Fashion,Formal Shoes,213,5,0.3,101.1,10.1,Medium,credit_card
26/08/2018,20:28:48,9,89884,Female,Web,Member,Fashion,Sneakers,62,1,0.2,62,6.2,Medium,money_order
02/05/2018,20:37:35,3,97006,Female,Mobile,Member,Fashion,Titak watch,228,2,0.1,143.4,14.3,Medium,credit_card
12/05/2018,13:36:45,5,63607,Female,Web,Member,Fashion,Fossil Watch,159,1,0.3,74.2,7.4,Medium,credit_card
03/01/2018,13:26:21,9,89088,Female,Web,Member,Fashion,T - Shirts,248,5,0.4,118.4,11.8,Medium,money_order
15/05/2018,16:39:20,10,93918,Female,Web,Member,Fashion,Shirts,196,1,0.3,110.1,11,Medium,credit_card
05/07/2018,08:54:50,10,90660,Female,Web,Member,Fashion,Jeans,218,5,0.4,94.4,9.4,Medium,credit_card
18/05/2018,14:15:54,6,88229,Female,Web,Member,Fashion,Suits,109,1,0.5,23.6,2.4,Medium,money_order
11/04/2018,19:09:09,7,88559,Female,Web,Member,Fashion,Sports Wear,85,5,0.3,17,1.7,Medium,credit_card
09/05/2018,19:27:32,5,80938,Female,Web,Member,Fashion,Casula Shoes,122,2,0.4,32.2,3.2,Medium,money_order
20/04/2018,10:59:50,6,80744,Female,Web,Member,Fashion,Running Shoes,224,5,0.5,88,8.8,Medium,money_order
21/09/2018,18:20:54,1,70067,Female,Web,Member,Fashion,Formal Shoes,213,1,0.5,122.4,12.2,Medium,money_order
19/01/2018,13:41:00,3,83555,Female,Web,Member,Fashion,Sneakers,62,2,0.1,31,3.1,Medium,credit_card
01/09/2018,15:07:28,5,73614,Female,Web,Member,Fashion,Titak watch,228,4,0.5,102.4,10.2,Medium,credit_card
19/10/2018,10:09:48,6,63217,Female,Web,Member,Fashion,Fossil Watch,159,3,0.1,74.2,7.4,Medium,credit_card
03/12/2018,09:07:44,7,69264,Female,Web,Member,Fashion,T - Shirts,248,4,0.4,128.3,12.8,Medium,credit_card
03/07/2018,21:50:06,8,87490,Female,Web,Member,Fashion,Shirts,196,2,0.1,112.1,11.2,High,money_order
16/05/2018,12:28:01,2,70603,Female,Web,Member,Fashion,Jeans,218,1,0.3,131.5,13.1,High,credit_card
25/07/2018,21:44:16,1,79843,Female,Web,Member,Fashion,Suits,109,1,0.1,27.9,2.8,Low,credit_card
14/01/2018,01:15:01,8,64485,Male,Web,Member,Fashion,Sports Wear,85,5,0.3,17,1.7,Medium,debit_card
10/05/2018,10:34:13,5,60546,Female,Web,Member,Fashion,Casula Shoes,122,3,0.3,31,3.1,Medium,credit_card
